,y
2576,1
24538,1
9497,1
48768,0
17421,1
18846,1
21321,1
8314,1
4143,1
10077,1
35890,0
28988,0
38859,0
12983,1
15348,1
19717,1
26067,0
41961,0
36110,0
30,1
609,1
17859,1
17281,1
8904,1
13051,1
28626,0
41377,0
5180,1
8260,1
18082,1
11366,1
11809,1
6915,1
18871,1
3110,1
13462,1
1446,1
25396,1
31301,0
30471,0
3160,1
39688,0
16531,1
12649,1
9438,1
38947,0
10112,1
39652,0
15265,1
48559,0
45589,0
9125,1
36758,0
45108,0
30685,0
38138,0
37627,0
34161,0
50152,0
29617,0
23213,1
49333,0
18582,1
27539,0
19090,1
39263,0
13954,1
49535,0
14387,1
9544,1
9730,1
8052,1
48865,0
46087,0
35400,0
36170,0
27910,0
8614,1
29656,0
40202,0
9790,1
28797,0
18285,1
35293,0
15713,1
37054,0
3773,1
2536,1
8177,1
48523,0
30758,0
21040,1
47515,0
23452,1
23916,1
25682,0
24348,1
3673,1
38910,0
40753,0
15373,1
3918,1
3761,1
7584,1
46119,0
17843,1
12464,1
13763,1
43627,0
6629,1
16097,1
11974,1
3564,1
15919,1
34351,0
18015,1
2611,1
10207,1
18787,1
26840,0
10519,1
48260,0
7438,1
45260,0
12595,1
1358,1
30352,0
6787,1
31837,0
50475,0
15021,1
3209,1
3114,1
21283,1
32716,0
15034,1
26,1
44342,0
31062,0
11912,1
11174,1
18531,1
35349,0
43819,0
7474,1
31899,0
13519,1
35108,0
20629,1
30393,0
14288,1
41702,0
16908,1
22416,1
1769,1
43651,0
28250,0
16377,1
28339,0
11191,1
40018,0
12895,1
6404,1
34762,0
50960,0
50457,0
8418,1
25282,1
8080,1
2250,1
22025,1
40272,0
30240,0
39096,0
37727,0
24063,1
33762,0
20367,1
32042,0
15616,1
3376,1
49920,0
22937,1
24815,1
8341,1
8128,1
27202,0
42824,0
36799,0
3189,1
12199,1
11615,1
45642,0
21128,1
26616,0
43163,0
20583,1
45455,0
3913,1
39934,0
13638,1
23197,1
309,1
11098,1
8354,1
40751,0
6413,1
33319,0
2377,1
12702,1
26593,0
31208,0
1820,1
41895,0
34870,0
34133,0
25921,0
25655,0
21470,1
612,1
36108,0
2529,1
3825,1
35615,0
10745,1
42904,0
42001,0
19338,1
23929,1
36537,0
16896,1
20541,1
27939,0
34585,0
40839,0
46430,0
34750,0
43984,0
27893,0
23096,1
50217,0
7004,1
32523,0
2699,1
50003,0
35290,0
39791,0
39401,0
42093,0
29910,0
1149,1
24559,1
47801,0
6429,1
11617,1
14490,1
5626,1
14804,1
23302,1
14786,1
44246,0
41028,0
41451,0
7238,1
13121,1
8115,1
14263,1
18132,1
27378,0
38281,0
30390,0
6095,1
24220,1
8524,1
2184,1
39025,0
21949,1
3270,1
6236,1
18510,1
11793,1
29429,0
33022,0
24343,1
42487,0
315,1
13016,1
33965,0
11910,1
13878,1
36842,0
26214,0
18135,1
38068,0
41487,0
23883,1
16400,1
12665,1
17459,1
21188,1
32284,0
40793,0
7612,1
42028,0
867,1
7900,1
43811,0
26781,0
17483,1
30507,0
23383,1
26732,0
15996,1
8355,1
9473,1
15189,1
25619,0
36652,0
3767,1
745,1
7079,1
46597,0
11991,1
49729,0
14214,1
21538,1
5791,1
3753,1
22569,1
34923,0
37113,0
7000,1
24169,1
48119,0
36662,0
27256,0
14626,1
41334,0
7581,1
26665,0
21696,1
7577,1
40487,0
42059,0
37767,0
100,1
32546,0
31637,0
30712,0
39871,0
45422,0
20597,1
41930,0
48438,0
40923,0
24153,1
21350,1
6662,1
8604,1
9633,1
11026,1
12225,1
11261,1
44872,0
8465,1
21250,1
50455,0
19164,1
21783,1
25088,1
14818,1
6741,1
27247,0
2032,1
37349,0
35004,0
32191,0
25348,1
40714,0
33252,0
24269,1
47723,0
45474,0
17324,1
34472,0
35917,0
30345,0
24124,1
42661,0
23141,1
766,1
10923,1
7162,1
32783,0
9293,1
4449,1
17597,1
31271,0
46395,0
33226,0
41367,0
20355,1
842,1
7043,1
2629,1
36518,0
35843,0
32166,0
958,1
46675,0
32243,0
1586,1
39203,0
36070,0
30643,0
11383,1
14580,1
14470,1
3474,1
36211,0
40524,0
12784,1
15218,1
41921,0
11203,1
24293,1
43325,0
6545,1
38195,0
3685,1
13032,1
48866,0
27302,0
3540,1
31194,0
3709,1
27145,0
1060,1
21384,1
30362,0
13144,1
1234,1
28814,0
37218,0
10095,1
4896,1
9280,1
21915,1
15294,1
29562,0
17708,1
36081,0
50329,0
49737,0
13061,1
32455,0
26500,0
5818,1
12014,1
22776,1
18785,1
20417,1
45140,0
27142,0
18053,1
8574,1
38606,0
21853,1
22848,1
50487,0
10403,1
3999,1
7267,1
1869,1
12596,1
49183,0
6288,1
50727,0
40413,0
42110,0
42447,0
44196,0
14764,1
3378,1
27278,0
16465,1
7580,1
46027,0
23368,1
46047,0
18509,1
4365,1
36297,0
50746,0
46403,0
38693,0
38834,0
4852,1
486,1
36413,0
26769,0
16981,1
44017,0
22219,1
2281,1
14112,1
2515,1
49166,0
38520,0
17570,1
45664,0
8290,1
41147,0
11202,1
1506,1
18936,1
11775,1
27019,0
23420,1
17323,1
6590,1
28168,0
614,1
39773,0
36090,0
2034,1
32842,0
15686,1
47984,0
47691,0
3258,1
8346,1
7066,1
21206,1
4654,1
7232,1
32755,0
50218,0
8073,1
39376,0
32928,0
30257,0
32781,0
45294,0
8249,1
25562,0
48658,0
25776,0
35582,0
44462,0
14611,1
23354,1
35540,0
2209,1
8873,1
35763,0
21336,1
22228,1
38653,0
27805,0
27017,0
50063,0
28492,0
27804,0
17690,1
20116,1
4465,1
10123,1
24775,1
18424,1
18693,1
30458,0
7579,1
35749,0
42003,0
22601,1
45749,0
13041,1
431,1
45286,0
43649,0
29512,0
32943,0
10621,1
11,1
21611,1
7073,1
26102,0
7289,1
18792,1
6476,1
5897,1
16111,1
38149,0
32815,0
48692,0
17041,1
15890,1
5030,1
7346,1
40961,0
3161,1
14553,1
23336,1
40135,0
21584,1
85,1
48106,0
37624,0
25620,0
18851,1
15024,1
1685,1
28722,0
7802,1
24632,1
47110,0
40062,0
128,1
31153,0
30569,0
37473,0
13451,1
10797,1
18726,1
8630,1
29548,0
39496,0
33037,0
30218,0
41387,0
10302,1
1856,1
44633,0
34597,0
12416,1
35452,0
16876,1
32700,0
38194,0
38856,0
43183,0
31568,0
30564,0
7972,1
14482,1
30451,0
4876,1
43906,0
5514,1
16250,1
8004,1
7599,1
4521,1
14575,1
43526,0
8137,1
35470,0
43169,0
26174,0
3903,1
1080,1
14767,1
14188,1
37517,0
33846,0
44405,0
19179,1
50352,0
25049,1
20401,1
22298,1
49914,0
31001,0
49624,0
27199,0
1029,1
41113,0
20269,1
22309,1
23838,1
36801,0
27942,0
33398,0
31358,0
9375,1
28278,0
11709,1
49264,0
35630,0
34592,0
34983,0
23788,1
50650,0
32417,0
21225,1
37705,0
21592,1
8716,1
20834,1
49536,0
43434,0
44120,0
49999,0
35006,0
48369,0
18777,1
42217,0
10800,1
41978,0
42878,0
14529,1
31463,0
21127,1
10424,1
48439,0
35179,0
42126,0
30795,0
21092,1
2653,1
17546,1
44402,0
36404,0
43009,0
32675,0
12432,1
49853,0
48514,0
39497,0
5927,1
30483,0
12521,1
33810,0
42610,0
44898,0
50956,0
12695,1
27073,0
7019,1
49396,0
40240,0
31171,0
20952,1
6813,1
13231,1
37375,0
45442,0
13643,1
40743,0
43315,0
36889,0
43501,0
7970,1
7359,1
19797,1
49534,0
24362,1
45828,0
41934,0
23223,1
47708,0
1540,1
36371,0
6553,1
2360,1
14743,1
44668,0
6199,1
36633,0
50688,0
3362,1
11994,1
8148,1
22842,1
48931,0
5463,1
7691,1
33921,0
14846,1
48773,0
375,1
26492,0
18235,1
19291,1
19132,1
6683,1
14210,1
8828,1
38572,0
22585,1
23269,1
11627,1
9176,1
892,1
1807,1
18079,1
34802,0
21558,1
23734,1
37714,0
20711,1
4078,1
22921,1
24218,1
3512,1
50571,0
23195,1
38788,0
573,1
27503,0
14874,1
4046,1
26031,0
47492,0
21424,1
11257,1
24767,1
27922,0
21447,1
23367,1
34422,0
38635,0
765,1
32150,0
39640,0
12443,1
47232,0
20073,1
45697,0
38675,0
23433,1
754,1
15826,1
16844,1
7386,1
4043,1
35707,0
49874,0
38609,0
25113,1
31941,0
45786,0
47861,0
32574,0
47455,0
5407,1
50744,0
24380,1
23255,1
3269,1
25219,1
5945,1
46416,0
6832,1
23581,1
27849,0
48091,0
12106,1
29066,0
36215,0
42907,0
7723,1
671,1
10366,1
6422,1
50910,0
9674,1
45765,0
50637,0
28400,0
9069,1
15726,1
32578,0
28681,0
41583,0
29509,0
28044,0
14201,1
27388,0
37536,0
48819,0
770,1
46307,0
24183,1
31405,0
49184,0
5476,1
17038,1
6696,1
19621,1
2368,1
8466,1
32327,0
24255,1
13992,1
15530,1
39538,0
37005,0
33004,0
47401,0
41496,0
20579,1
12541,1
1409,1
5943,1
50419,0
13761,1
21780,1
11235,1
47048,0
50434,0
10025,1
40116,0
5149,1
12092,1
12726,1
21475,1
9178,1
25279,1
27197,0
35420,0
27289,0
3719,1
3945,1
18773,1
36573,0
46703,0
46827,0
45977,0
2721,1
9946,1
7214,1
19317,1
11021,1
7814,1
33935,0
22406,1
28164,0
9618,1
6726,1
40042,0
50776,0
50236,0
47181,0
46593,0
39354,0
13542,1
25647,0
36247,0
37251,0
10192,1
29818,0
34043,0
24397,1
38179,0
50436,0
35343,0
11436,1
19067,1
20978,1
21669,1
22521,1
4132,1
44424,0
699,1
6673,1
8233,1
4499,1
46332,0
31571,0
48241,0
25880,0
44756,0
32836,0
26376,0
18540,1
21281,1
13884,1
40034,0
3076,1
32475,0
10185,1
49014,0
30682,0
50333,0
16815,1
14574,1
34557,0
39300,0
27406,0
40179,0
43915,0
27672,0
17612,1
18384,1
28869,0
10684,1
27788,0
25182,1
2834,1
9863,1
18944,1
38888,0
15900,1
35516,0
23064,1
37084,0
36351,0
6327,1
15216,1
29502,0
6087,1
48757,0
41301,0
43191,0
41837,0
21705,1
40810,0
35009,0
31142,0
8470,1
18914,1
24722,1
45975,0
42613,0
36463,0
20595,1
24678,1
9443,1
42221,0
29673,0
22711,1
38615,0
5507,1
32478,0
37598,0
45917,0
46964,0
23334,1
13318,1
1676,1
36100,0
45312,0
10948,1
32860,0
1732,1
13253,1
8057,1
48750,0
15466,1
11144,1
2379,1
35155,0
28084,0
30869,0
1027,1
38434,0
30092,0
47497,0
50707,0
36504,0
22,1
45048,0
6128,1
38633,0
40761,0
11651,1
40000,0
48579,0
23193,1
1406,1
23573,1
47156,0
39452,0
33805,0
13782,1
19496,1
1735,1
37175,0
9814,1
32408,0
30487,0
41946,0
29924,0
17482,1
12658,1
18882,1
42820,0
48944,0
43904,0
19611,1
35275,0
44466,0
17808,1
46214,0
19714,1
14960,1
19304,1
23745,1
38946,0
37492,0
28062,0
18504,1
16882,1
44940,0
1125,1
29286,0
31011,0
18731,1
13564,1
37298,0
18904,1
13592,1
15087,1
31698,0
47320,0
28480,0
11690,1
35759,0
42514,0
16834,1
6365,1
1548,1
36611,0
29024,0
26119,0
14271,1
10831,1
24907,1
20138,1
31624,0
5981,1
5973,1
41887,0
21790,1
23954,1
14884,1
45070,0
19099,1
38927,0
49037,0
32216,0
26587,0
34496,0
6937,1
46720,0
35618,0
4216,1
42691,0
18709,1
45858,0
49958,0
32586,0
45308,0
40448,0
41341,0
22932,1
2917,1
2907,1
28876,0
50802,0
7084,1
11821,1
15211,1
46454,0
1513,1
39908,0
41812,0
21766,1
11931,1
43329,0
10958,1
16346,1
20868,1
45665,0
4882,1
30965,0
10257,1
41465,0
15751,1
10546,1
33287,0
14299,1
24542,1
24726,1
43012,0
37133,0
17120,1
13431,1
34354,0
42676,0
8220,1
29058,0
34039,0
5139,1
49903,0
21555,1
21937,1
10258,1
22918,1
23541,1
13134,1
50878,0
318,1
48382,0
39589,0
41705,0
28378,0
12494,1
42881,0
2537,1
47875,0
24004,1
37372,0
39866,0
9980,1
15871,1
28218,0
39604,0
46951,0
14273,1
25551,0
43806,0
31655,0
19411,1
6090,1
45540,0
12472,1
23036,1
28856,0
39007,0
33677,0
21020,1
4520,1
6821,1
50350,0
17215,1
25029,1
32850,0
30035,0
45268,0
46544,0
15254,1
33883,0
10942,1
29918,0
26111,0
19065,1
11348,1
28795,0
31523,0
26389,0
17941,1
26690,0
47230,0
11272,1
36805,0
5714,1
3529,1
31783,0
18876,1
17128,1
31974,0
17226,1
45821,0
34226,0
15035,1
5874,1
27861,0
40555,0
28617,0
14942,1
24612,1
938,1
21355,1
35953,0
26536,0
21572,1
49982,0
7308,1
45157,0
18263,1
21119,1
45865,0
31321,0
28267,0
23454,1
40336,0
24927,1
33421,0
28970,0
48379,0
31999,0
24646,1
50717,0
49939,0
38962,0
37796,0
16347,1
8670,1
4625,1
37291,0
38514,0
27099,0
7008,1
28777,0
31002,0
48538,0
29219,0
37068,0
32289,0
43783,0
13830,1
14514,1
14748,1
2401,1
20497,1
48652,0
2584,1
46822,0
14259,1
4198,1
3640,1
18193,1
49466,0
13501,1
34137,0
14083,1
42380,0
31988,0
21244,1
41172,0
5164,1
16436,1
46611,0
19578,1
19162,1
4230,1
22627,1
7973,1
5829,1
24619,1
51019,0
45916,0
50478,0
42830,0
6390,1
42210,0
8070,1
4332,1
27773,0
14222,1
32044,0
22924,1
36098,0
23378,1
676,1
24410,1
39040,0
17400,1
36144,0
24744,1
3413,1
11319,1
4038,1
32263,0
961,1
805,1
37348,0
15282,1
17939,1
8710,1
22072,1
35517,0
31038,0
21140,1
47338,0
43572,0
21704,1
22806,1
11414,1
18083,1
22592,1
37990,0
39869,0
8002,1
38273,0
1975,1
27112,0
13428,1
4147,1
43437,0
46127,0
20163,1
47482,0
44520,0
41935,0
32176,0
27569,0
41578,0
9355,1
41043,0
38305,0
39480,0
13673,1
4483,1
30138,0
5241,1
40327,0
43509,0
47818,0
23748,1
6247,1
3132,1
14237,1
5625,1
24679,1
39043,0
50066,0
24751,1
41042,0
24864,1
8611,1
19345,1
4367,1
13089,1
32164,0
10101,1
30167,0
9217,1
10167,1
31270,0
8441,1
27103,0
10651,1
30973,0
22291,1
41383,0
4214,1
27781,0
30475,0
49439,0
44691,0
17951,1
50887,0
51013,0
45195,0
34164,0
35818,0
43589,0
11510,1
23534,1
17518,1
49227,0
33196,0
23917,1
14603,1
12953,1
36349,0
44648,0
31403,0
43685,0
50166,0
39545,0
45980,0
40387,0
12810,1
275,1
13786,1
36184,0
30018,0
18894,1
28310,0
271,1
5085,1
10116,1
20521,1
25820,0
25163,1
23237,1
25708,0
42925,0
49866,0
29683,0
21599,1
26659,0
14608,1
9422,1
6762,1
11301,1
45204,0
28132,0
48663,0
38838,0
10206,1
12914,1
47898,0
46109,0
47876,0
4297,1
27301,0
25575,0
31944,0
21920,1
2647,1
3298,1
4607,1
33637,0
2391,1
20192,1
43988,0
13620,1
27841,0
38806,0
50424,0
7700,1
7313,1
42804,0
13977,1
29644,0
31789,0
48457,0
35626,0
44621,0
31070,0
8789,1
4720,1
11693,1
38598,0
8321,1
39500,0
4807,1
18736,1
36093,0
12201,1
34099,0
21038,1
38239,0
28633,0
10265,1
11211,1
22754,1
18247,1
7477,1
4434,1
24462,1
39888,0
23582,1
11733,1
46178,0
7771,1
13649,1
42481,0
17420,1
36066,0
3496,1
40757,0
6265,1
22795,1
2655,1
26873,0
50595,0
19570,1
24529,1
37392,0
47212,0
1121,1
47641,0
24327,1
1470,1
25067,1
10252,1
37640,0
3959,1
19703,1
26192,0
17692,1
50860,0
6919,1
18101,1
43024,0
45093,0
14916,1
20379,1
11521,1
46865,0
3164,1
29848,0
46842,0
16245,1
38690,0
4091,1
25830,0
1533,1
2243,1
42030,0
50150,0
9344,1
40125,0
20454,1
50950,0
7520,1
16403,1
41137,0
45448,0
46663,0
4585,1
44787,0
31297,0
3244,1
18686,1
39893,0
42954,0
28414,0
30659,0
41971,0
9080,1
18223,1
37488,0
15933,1
38256,0
35850,0
43212,0
8089,1
13161,1
1961,1
36840,0
35809,0
37044,0
36982,0
10531,1
38181,0
27794,0
1743,1
44619,0
50968,0
21911,1
21268,1
14723,1
47562,0
12876,1
42125,0
30466,0
8292,1
14959,1
37976,0
7681,1
15224,1
14920,1
446,1
12972,1
17886,1
45249,0
22734,1
18721,1
25676,0
27512,0
34130,0
19566,1
27134,0
38147,0
665,1
40285,0
3127,1
39423,0
24295,1
9121,1
50509,0
11893,1
28026,0
25150,1
43207,0
38842,0
12899,1
6347,1
36305,0
17052,1
42855,0
48871,0
11160,1
1254,1
20760,1
22089,1
36202,0
24768,1
38881,0
13056,1
18480,1
2946,1
33324,0
13994,1
14082,1
31600,0
35962,0
29693,0
9449,1
6245,1
11902,1
31417,0
22244,1
46123,0
46334,0
2057,1
39814,0
39447,0
4623,1
18467,1
48917,0
23834,1
4211,1
5455,1
11938,1
4616,1
37534,0
35455,0
16196,1
16424,1
17365,1
23514,1
2670,1
6448,1
11385,1
12513,1
44765,0
50011,0
42157,0
16729,1
19665,1
15281,1
8044,1
8434,1
18571,1
46698,0
10016,1
26159,0
9682,1
8557,1
32669,0
20522,1
34943,0
39105,0
48118,0
34430,0
38780,0
47790,0
12180,1
1297,1
35873,0
2893,1
42437,0
26039,0
14009,1
7430,1
33776,0
9517,1
32144,0
21789,1
15114,1
45282,0
14696,1
9972,1
2466,1
13644,1
9058,1
18276,1
29000,0
18188,1
29090,0
2268,1
42419,0
8459,1
23292,1
48429,0
1307,1
14619,1
12088,1
35255,0
46259,0
9795,1
13648,1
38236,0
30480,0
1903,1
5046,1
2660,1
29968,0
11392,1
36549,0
29667,0
41227,0
26686,0
38343,0
47603,0
32159,0
29564,0
6011,1
43178,0
43720,0
43198,0
1124,1
2350,1
34864,0
27466,0
17418,1
6599,1
21843,1
18796,1
15273,1
8920,1
45850,0
48681,0
31872,0
50429,0
5987,1
37590,0
17230,1
7583,1
30501,0
6838,1
9872,1
610,1
24850,1
42615,0
46602,0
10565,1
37588,0
2345,1
16540,1
46850,0
3055,1
32766,0
48688,0
37279,0
24545,1
35871,0
25998,0
45919,0
45523,0
9503,1
9159,1
38294,0
12870,1
11173,1
16163,1
15102,1
33976,0
47083,0
1968,1
44182,0
31026,0
39146,0
33165,0
9305,1
14147,1
39386,0
26076,0
45764,0
5226,1
31797,0
1171,1
17102,1
41082,0
41768,0
37735,0
11660,1
47544,0
47346,0
50720,0
39006,0
7801,1
15837,1
17388,1
43854,0
45115,0
4413,1
12615,1
11386,1
1445,1
43969,0
49930,0
29324,0
21409,1
18478,1
4193,1
40404,0
25220,1
13622,1
31413,0
49600,0
34686,0
28597,0
26074,0
17055,1
31353,0
3380,1
11291,1
18274,1
14307,1
29199,0
13958,1
20526,1
7119,1
10560,1
32043,0
15363,1
27360,0
42550,0
49427,0
4327,1
31587,0
2210,1
23461,1
5839,1
20296,1
45511,0
15969,1
5925,1
43482,0
19874,1
23706,1
8539,1
1799,1
1487,1
12719,1
38122,0
7797,1
29378,0
45613,0
22448,1
5737,1
25455,1
18385,1
19185,1
24987,1
31441,0
43849,0
48353,0
42400,0
28591,0
48310,0
4729,1
16835,1
12300,1
20621,1
46270,0
20433,1
38182,0
32006,0
20872,1
43724,0
38000,0
35534,0
42905,0
49318,0
4793,1
26481,0
47640,0
49262,0
15858,1
43323,0
37156,0
34842,0
38329,0
2315,1
18657,1
18563,1
10301,1
6112,1
14091,1
49882,0
17301,1
16327,1
6633,1
24154,1
40274,0
23018,1
42722,0
3943,1
9219,1
23424,1
29597,0
36175,0
11416,1
27681,0
43860,0
48285,0
41184,0
3777,1
13448,1
32001,0
47272,0
35802,0
660,1
49317,0
20864,1
29990,0
22632,1
27189,0
29243,0
10673,1
24310,1
3897,1
46282,0
43376,0
27065,0
45125,0
26650,0
48273,0
26999,0
23472,1
31457,0
37486,0
19148,1
21096,1
26128,0
3703,1
27070,0
50834,0
40299,0
42793,0
34706,0
1809,1
37388,0
39034,0
27064,0
16594,1
27048,0
6237,1
9370,1
17709,1
30770,0
21772,1
38867,0
26538,0
11353,1
3907,1
242,1
8241,1
50390,0
11040,1
4022,1
25012,1
26513,0
32136,0
7056,1
27876,0
11578,1
43134,0
23732,1
24684,1
35379,0
32973,0
21361,1
32204,0
35747,0
46169,0
34781,0
29665,0
12378,1
46564,0
17780,1
2579,1
5948,1
42101,0
11458,1
34673,0
2417,1
31451,0
6479,1
41764,0
3536,1
18677,1
17454,1
41839,0
43032,0
45636,0
43573,0
12546,1
36593,0
23645,1
39771,0
42455,0
17999,1
37244,0
6538,1
12221,1
41919,0
41623,0
37820,0
18394,1
44830,0
25159,1
17903,1
41558,0
2215,1
18405,1
31807,0
5223,1
5868,1
8696,1
19350,1
22693,1
20607,1
22812,1
39724,0
17845,1
46097,0
27409,0
47345,0
46428,0
28521,0
39183,0
45634,0
2347,1
2618,1
22060,1
9613,1
29536,0
45968,0
34242,0
22893,1
11952,1
9556,1
3370,1
11107,1
41494,0
38217,0
23308,1
16719,1
19658,1
11473,1
16653,1
24923,1
46592,0
8975,1
34947,0
3578,1
38781,0
44236,0
14415,1
4075,1
43680,0
20065,1
4072,1
42673,0
18356,1
4218,1
8720,1
15733,1
14686,1
45816,0
13840,1
16627,1
32581,0
2362,1
37202,0
43049,0
13259,1
691,1
35389,0
29064,0
14790,1
14053,1
3965,1
36979,0
39304,0
35786,0
17222,1
43166,0
43937,0
2285,1
8728,1
5792,1
10584,1
47567,0
26041,0
7892,1
20167,1
34861,0
16754,1
4505,1
23870,1
6823,1
27045,0
2439,1
1449,1
45443,0
35944,0
35358,0
49867,0
3081,1
5291,1
24317,1
6989,1
21663,1
35569,0
33077,0
34991,0
9021,1
17816,1
28411,0
30228,0
13572,1
36234,0
37826,0
4295,1
36891,0
8343,1
7762,1
8688,1
28887,0
13339,1
10121,1
34694,0
47521,0
47148,0
20625,1
14254,1
50974,0
27091,0
23252,1
23736,1
45223,0
29365,0
3021,1
27455,0
6351,1
28907,0
6724,1
15762,1
22484,1
33463,0
7351,1
50341,0
30902,0
29873,0
3155,1
43530,0
49648,0
30794,0
48850,0
42146,0
30357,0
190,1
30021,0
37066,0
25495,1
3453,1
43090,0
440,1
50568,0
8363,1
35027,0
3879,1
2383,1
19461,1
6316,1
24765,1
24369,1
28945,0
38629,0
16945,1
38272,0
21852,1
43537,0
30479,0
33867,0
2625,1
30906,0
1059,1
47155,0
31335,0
12687,1
30581,0
21550,1
33561,0
48470,0
50286,0
34894,0
29237,0
32886,0
1130,1
36227,0
35649,0
16192,1
30180,0
42910,0
5493,1
8563,1
4369,1
20859,1
43847,0
24941,1
47374,0
4357,1
7197,1
42304,0
7698,1
34455,0
11358,1
26736,0
4851,1
10365,1
4804,1
17088,1
21352,1
6472,1
4519,1
45797,0
28180,0
2971,1
43540,0
6630,1
13258,1
45209,0
2129,1
14460,1
30188,0
29119,0
27544,0
29190,0
3739,1
23562,1
47475,0
36771,0
4904,1
2760,1
20087,1
10528,1
10540,1
32695,0
33523,0
21287,1
19441,1
598,1
12439,1
3061,1
24878,1
18968,1
49663,0
19069,1
35056,0
40493,0
28437,0
13317,1
44169,0
31014,0
41892,0
15641,1
28870,0
18451,1
16597,1
8365,1
2239,1
27750,0
12817,1
28634,0
6340,1
22300,1
35777,0
43653,0
1374,1
15743,1
3466,1
25456,1
7949,1
20524,1
7507,1
982,1
44728,0
43855,0
35608,0
21282,1
44309,0
49955,0
20517,1
37367,0
33305,0
15225,1
42024,0
30454,0
30919,0
49612,0
46985,0
46078,0
26145,0
9308,1
32096,0
42752,0
6208,1
6781,1
31479,0
9314,1
36015,0
1966,1
21378,1
26772,0
16771,1
26642,0
22123,1
7866,1
2343,1
40474,0
43445,0
7512,1
44426,0
18520,1
35022,0
47951,0
50770,0
9481,1
40883,0
47941,0
44434,0
29054,0
36132,0
35480,0
37321,0
35829,0
44490,0
30008,0
50685,0
16117,1
50728,0
29078,0
6602,1
21014,1
28372,0
22366,1
44608,0
16162,1
46875,0
39813,0
44927,0
7808,1
18167,1
42774,0
22961,1
29671,0
20481,1
10522,1
16314,1
1424,1
43339,0
40605,0
29820,0
34644,0
44178,0
11713,1
47235,0
32046,0
39372,0
27941,0
42202,0
39723,0
40911,0
8996,1
3157,1
21154,1
12172,1
44855,0
11998,1
34890,0
41366,0
29391,0
5545,1
30527,0
36257,0
40127,0
37716,0
37647,0
13612,1
35922,0
50946,0
48533,0
28259,0
48839,0
7658,1
47737,0
18097,1
5058,1
24392,1
14822,1
167,1
35092,0
28855,0
2908,1
6461,1
25640,0
23476,1
20646,1
34271,0
28362,0
31836,0
6911,1
32963,0
22777,1
40230,0
30196,0
35106,0
35510,0
25340,1
26379,0
14908,1
28513,0
18036,1
11518,1
42640,0
20918,1
39533,0
42628,0
34262,0
34211,0
26519,0
13631,1
8280,1
14,1
44053,0
46007,0
8527,1
26462,0
3574,1
7332,1
13833,1
42474,0
25599,0
24025,1
21674,1
19107,1
9693,1
35152,0
41111,0
1488,1
14542,1
5923,1
28167,0
24212,1
313,1
11423,1
11584,1
34408,0
13217,1
49058,0
37404,0
36876,0
477,1
10445,1
27096,0
28102,0
42316,0
27339,0
35174,0
46257,0
26173,0
41428,0
33496,0
12226,1
46391,0
40691,0
8753,1
38860,0
25170,1
38755,0
10386,1
26554,0
12689,1
6760,1
42346,0
12984,1
26727,0
34463,0
21351,1
40535,0
27471,0
19929,1
30400,0
35876,0
27645,0
8325,1
21959,1
46028,0
36091,0
27128,0
29884,0
32638,0
17064,1
26253,0
8406,1
39451,0
13385,1
29299,0
13676,1
16365,1
1668,1
46958,0
37521,0
18585,1
40873,0
35725,0
26250,0
39660,0
40012,0
45288,0
45875,0
21013,1
20084,1
30845,0
38561,0
21042,1
49532,0
49590,0
6054,1
50708,0
27707,0
21443,1
46566,0
4511,1
48338,0
29769,0
22527,1
11455,1
8188,1
2061,1
22373,1
7851,1
1127,1
19577,1
7071,1
44293,0
9086,1
7112,1
41114,0
37178,0
2406,1
5062,1
36609,0
13702,1
48928,0
2717,1
9148,1
32972,0
30154,0
37686,0
8255,1
338,1
10484,1
10499,1
26307,0
10645,1
41119,0
43648,0
42372,0
33672,0
19569,1
10253,1
15632,1
32798,0
206,1
10721,1
19462,1
5926,1
27695,0
35933,0
656,1
21900,1
55,1
14170,1
42858,0
41638,0
19366,1
10434,1
24131,1
46704,0
12119,1
35594,0
35631,0
21142,1
40035,0
34031,0
8856,1
23055,1
12446,1
198,1
38184,0
15478,1
47709,0
4040,1
1289,1
45965,0
45742,0
50089,0
33708,0
33836,0
50719,0
18428,1
40017,0
9032,1
3006,1
20254,1
30422,0
33052,0
735,1
49678,0
17803,1
21925,1
13097,1
21511,1
4964,1
10035,1
15180,1
46086,0
5342,1
34381,0
37406,0
8946,1
22513,1
44800,0
7140,1
13267,1
31613,0
16323,1
27213,0
40841,0
14343,1
45891,0
36610,0
39964,0
493,1
38830,0
13454,1
19957,1
23016,1
21425,1
35974,0
31904,0
41432,0
12516,1
50711,0
2269,1
47655,0
26630,0
49824,0
18398,1
2050,1
47909,0
30414,0
31414,0
3355,1
5484,1
2188,1
22525,1
16557,1
38505,0
2712,1
1256,1
30476,0
33919,0
29201,0
23759,1
23377,1
33984,0
42268,0
36189,0
50248,0
25055,1
32208,0
24601,1
40654,0
20975,1
26835,0
6405,1
10242,1
34372,0
40917,0
39789,0
14983,1
37799,0
26406,0
18195,1
34044,0
36928,0
31798,0
5779,1
7109,1
49979,0
2687,1
14597,1
32276,0
38683,0
3293,1
14501,1
31098,0
38518,0
40183,0
39249,0
18249,1
11580,1
26167,0
48149,0
1410,1
44267,0
25874,0
7781,1
45898,0
2829,1
50636,0
40702,0
7942,1
37120,0
